flight_date,origin,destination,pos,fare_class,passengers,price
2025-10-14,DOH,DXB,AE,W,4,970.71
2025-10-14,DOH,CDG,UK,J,2,2480.08
2025-10-14,DOH,DXB,QA,Y,3,647.63
2025-10-14,DOH,CDG,FR,J,2,2112.31
2025-10-14,DOH,JFK,US,W,2,903.96
2025-10-14,DOH,JFK,US,J,3,2173.77
2025-10-14,DOH,DXB,AE,J,2,1943.22
2025-10-14,DOH,DXB,US,F,7,4764.16
2025-10-14,DOH,CDG,UK,W,2,1028.06
2025-10-15,DOH,CDG,UK,F,3,4971.5
2025-10-15,DOH,CDG,FR,F,5,5471.16
2025-10-15,DOH,DXB,FR,F,1,4504.87
2025-10-15,DOH,CDG,UK,J,4,3148.56
2025-10-15,DOH,DXB,AE,F,2,3995.86
2025-10-15,DOH,LHR,QA,F,4,5316.32
2025-10-15,DOH,CDG,QA,Y,2,569.7
2025-10-15,DOH,JFK,QA,J,1,2685.12
2025-10-15,DOH,CDG,FR,Y,2,514.56
2025-10-15,DOH,DXB,AE,J,3,2655.83
2025-10-15,DOH,JFK,AE,W,1,1049.42
2025-10-15,DOH,DXB,FR,J,2,2376.77
2025-10-15,DOH,CDG,UK,W,2,994.7
2025-10-15,DOH,LHR,FR,W,1,1165.77
2025-10-15,DOH,LHR,FR,F,3,3945.56
2025-10-15,DOH,LHR,UK,F,2,4912.46
2025-10-15,DOH,DXB,UK,Y,2,869.75
2025-10-15,DOH,LHR,AE,F,1,4944.19
2025-10-15,DOH,LHR,QA,W,4,944.76
2025-10-15,DOH,DXB,QA,J,3,1892.23
2025-10-15,DOH,JFK,FR,J,3,2539.08
2025-10-15,DOH,LHR,US,F,2,4993.51
2025-10-15,DOH,DXB,FR,Y,1,550.02
2025-10-15,DOH,LHR,FR,Y,2,580.4
2025-10-15,DOH,JFK,QA,Y,1,765.82
2025-10-15,DOH,JFK,US,W,3,804.44
2025-10-15,DOH,LHR,AE,W,3,1013.55
2025-10-15,DOH,DXB,UK,Y,5,615.84
2025-10-15,DOH,JFK,QA,Y,3,548.95
2025-10-15,DOH,JFK,AE,W,4,1192.47
2025-10-15,DOH,DXB,AE,J,1,2009.1
2025-10-15,DOH,DXB,FR,Y,1,782.57
2025-10-15,DOH,CDG,QA,J,4,1943.21
2025-10-15,DOH,CDG,QA,F,2,4876.2
2025-10-15,DOH,LHR,FR,F,1,5033.51
2025-10-15,DOH,CDG,FR,J,2,2494.29
2025-10-15,DOH,JFK,UK,F,2,4534.15
2025-10-15,DOH,DXB,UK,Y,3,614.66
2025-10-15,DOH,CDG,QA,J,2,1916.92
2025-10-15,DOH,JFK,AE,F,2,5387.34
2025-10-15,DOH,JFK,AE,Y,3,776.27
2025-10-15,DOH,CDG,US,W,7,987.72
2025-10-15,DOH,CDG,QA,J,2,2050.84
2025-10-15,DOH,CDG,UK,J,3,2844.07
2025-10-15,DOH,DXB,US,Y,2,669.78
2025-10-15,DOH,JFK,UK,F,2,3705.97
2025-10-15,DOH,LHR,QA,W,2,938.03
2025-10-15,DOH,JFK,AE,Y,3,560.96
2025-10-15,DOH,JFK,QA,J,1,3061.37
2025-10-15,DOH,DXB,AE,F,3,5130.96
2025-10-15,DOH,JFK,UK,J,3,3183.28
2025-10-15,DOH,CDG,UK,Y,5,731.7
2025-10-15,DOH,JFK,QA,W,1,869.07
2025-10-15,DOH,DXB,AE,W,1,1070.81
2025-10-15,DOH,LHR,FR,F,3,5168.31
2025-10-15,DOH,JFK,AE,F,6,5331.42
2025-10-15,DOH,LHR,FR,Y,2,741.14
2025-10-15,DOH,LHR,QA,Y,3,593.53
2025-10-15,DOH,CDG,UK,Y,4,803.85
2025-10-15,DOH,JFK,UK,W,2,881.84
2025-10-16,DOH,JFK,FR,F,4,4930.42
2025-10-16,DOH,JFK,FR,W,3,953.94
2025-10-16,DOH,JFK,US,F,2,4513.42
2025-10-16,DOH,LHR,QA,J,3,1828.25
2025-10-16,DOH,CDG,QA,W,4,1014.36
2025-10-16,DOH,DXB,QA,F,7,4214.37
2025-10-16,DOH,LHR,UK,F,2,4179.55
2025-10-16,DOH,CDG,FR,J,1,2268.7
2025-10-16,DOH,LHR,QA,F,1,5410.93
2025-10-16,DOH,JFK,UK,J,4,3117.94
2025-10-16,DOH,LHR,UK,F,3,4924.33
2025-10-16,DOH,DXB,FR,F,3,5270.65
2025-10-16,DOH,CDG,UK,F,3,5375.81
2025-10-16,DOH,DXB,FR,F,4,5156.59
2025-10-16,DOH,CDG,QA,F,6,4496.53
2025-10-16,DOH,DXB,AE,W,3,1064.19
2025-10-16,DOH,CDG,FR,W,2,886.22
2025-10-16,DOH,DXB,US,W,2,846.35
2025-10-16,DOH,CDG,FR,W,1,985.44
2025-10-16,DOH,DXB,QA,J,6,2044.82
2025-10-16,DOH,JFK,US,W,4,953.06
2025-10-16,DOH,DXB,FR,W,5,1047.25
2025-10-16,DOH,CDG,AE,W,1,917.82
2025-10-16,DOH,LHR,FR,F,3,5194.83
2025-10-16,DOH,JFK,AE,W,4,1053.47
2025-10-16,DOH,DXB,UK,Y,3,712.29
2025-10-16,DOH,LHR,AE,Y,3,731.91
2025-10-16,DOH,DXB,AE,W,2,971.42
2025-10-16,DOH,CDG,FR,W,5,990.09
2025-10-16,DOH,DXB,AE,J,2,2184.48
2025-10-16,DOH,LHR,QA,W,4,851.18
2025-10-16,DOH,JFK,UK,Y,1,786.17
2025-10-16,DOH,LHR,FR,W,2,1035.52
2025-10-16,DOH,JFK,US,Y,1,570.53
2025-10-16,DOH,CDG,QA,Y,4,555.32
2025-10-16,DOH,LHR,UK,J,3,2858.92
2025-10-16,DOH,JFK,AE,W,5,1154.71
2025-10-16,DOH,JFK,QA,W,3,864.08
2025-10-16,DOH,CDG,AE,F,3,5214.35
2025-10-16,DOH,JFK,UK,W,4,1049.85
2025-10-16,DOH,DXB,QA,W,4,815.24
2025-10-16,DOH,CDG,UK,J,1,2336.69
2025-10-16,DOH,LHR,US,J,1,2681.75
2025-10-16,DOH,LHR,AE,F,2,5118.36
2025-10-16,DOH,JFK,QA,W,4,846.48
2025-10-16,DOH,CDG,UK,Y,4,755.4
2025-10-16,DOH,CDG,QA,J,3,2241.47
2025-10-16,DOH,JFK,FR,J,5,3049.02
2025-10-16,DOH,LHR,US,J,1,2132.93
2025-10-16,DOH,DXB,AE,J,3,2561.27
2025-10-16,DOH,CDG,AE,W,5,1059.49
2025-10-16,DOH,JFK,UK,F,7,5254.42
2025-10-16,DOH,CDG,US,W,1,1065.03
2025-10-16,DOH,LHR,US,J,3,2815.56
2025-10-16,DOH,LHR,AE,Y,2,888.36
2025-10-16,DOH,JFK,QA,Y,2,674.91
2025-10-16,DOH,JFK,QA,Y,3,885.62
2025-10-16,DOH,DXB,US,F,3,3838.25
2025-10-16,DOH,CDG,AE,F,2,3549.64
2025-10-16,DOH,JFK,FR,W,3,883.92
2025-10-17,DOH,LHR,UK,F,3,5372.44
2025-10-17,DOH,LHR,QA,J,3,2055.76
2025-10-17,DOH,CDG,FR,J,10,1840.96
2025-10-17,DOH,CDG,QA,W,1,1112.92
2025-10-17,DOH,JFK,FR,W,4,1070.08
2025-10-17,DOH,DXB,AE,Y,3,609.93
2025-10-17,DOH,DXB,FR,Y,4,531.66
2025-10-17,DOH,LHR,QA,W,1,910.61
2025-10-17,DOH,CDG,FR,J,3,2517.57
2025-10-17,DOH,JFK,AE,F,3,4114.65
2025-10-17,DOH,DXB,QA,F,3,4540.63
2025-10-17,DOH,DXB,UK,J,3,2813.97
2025-10-17,DOH,CDG,US,Y,4,551.7
2025-10-17,DOH,LHR,QA,Y,6,838.42
2025-10-17,DOH,DXB,QA,F,4,4613.56
2025-10-17,DOH,LHR,QA,Y,5,626.1
2025-10-17,DOH,JFK,AE,Y,3,652.63
2025-10-17,DOH,CDG,AE,Y,5,828.12
2025-10-17,DOH,JFK,QA,W,7,981.96
2025-10-17,DOH,JFK,AE,W,5,898.23
2025-10-17,DOH,DXB,US,J,2,2190.32
2025-10-17,DOH,DXB,US,F,3,5080.41
2025-10-17,DOH,DXB,AE,W,2,1109.81
2025-10-17,DOH,JFK,FR,J,1,2813.98
2025-10-17,DOH,JFK,US,W,3,1049.38
2025-10-17,DOH,CDG,US,F,5,3639.2
2025-10-17,DOH,CDG,UK,Y,1,602.1
2025-10-17,DOH,CDG,FR,W,3,800.24
2025-10-17,DOH,CDG,AE,J,2,2148.08
2025-10-17,DOH,LHR,US,Y,6,863.14
2025-10-17,DOH,LHR,US,Y,1,869.14
2025-10-17,DOH,DXB,FR,W,3,1029.17
2025-10-17,DOH,LHR,FR,W,3,965.88
2025-10-17,DOH,JFK,AE,J,3,1888.9
2025-10-17,DOH,LHR,AE,W,2,842.57
2025-10-17,DOH,DXB,UK,F,3,4001.37
2025-10-17,DOH,LHR,QA,W,3,843.14
2025-10-17,DOH,CDG,UK,W,5,1115.15
2025-10-17,DOH,LHR,UK,W,3,931.22
2025-10-17,DOH,DXB,UK,J,5,2006.66
2025-10-17,DOH,LHR,QA,F,2,4864.97
2025-10-17,DOH,DXB,UK,Y,4,509.03
2025-10-17,DOH,LHR,QA,Y,2,649.54
2025-10-17,DOH,DXB,US,F,1,3538.81
2025-10-17,DOH,CDG,FR,W,1,872.83
2025-10-17,DOH,DXB,FR,J,6,3161.11
2025-10-17,DOH,JFK,AE,F,2,3803.14
2025-10-17,DOH,CDG,FR,F,1,4751.39
2025-10-17,DOH,JFK,UK,F,2,3670.29
2025-10-17,DOH,LHR,AE,W,5,995.7
2025-10-17,DOH,LHR,UK,J,3,2790.38
2025-10-17,DOH,LHR,UK,J,3,2014.53
2025-10-17,DOH,JFK,UK,W,5,887.47
2025-10-17,DOH,DXB,AE,J,4,2837.32
2025-10-17,DOH,CDG,QA,W,4,1064.82
2025-10-17,DOH,JFK,AE,W,2,1157.74
2025-10-17,DOH,DXB,QA,Y,5,894.39
2025-10-17,DOH,DXB,UK,W,2,1123.28
2025-10-17,DOH,JFK,FR,W,3,839.03
2025-10-17,DOH,JFK,UK,Y,2,753.65
2025-10-18,DOH,CDG,FR,J,5,2040.57
2025-10-18,DOH,LHR,US,J,2,2041.7
2025-10-18,DOH,DXB,US,F,6,4247.67
2025-10-18,DOH,DXB,FR,F,2,5111.33
2025-10-18,DOH,DXB,QA,F,5,3863.48
2025-10-18,DOH,DXB,AE,Y,3,669.06
2025-10-18,DOH,JFK,AE,F,5,5401.59
2025-10-18,DOH,LHR,UK,Y,7,640.39
2025-10-18,DOH,JFK,QA,Y,3,589.0
2025-10-18,DOH,DXB,QA,W,4,1033.15
2025-10-18,DOH,LHR,US,J,3,2861.88
2025-10-18,DOH,JFK,UK,Y,1,664.86
2025-10-18,DOH,CDG,QA,W,1,869.98
2025-10-18,DOH,LHR,QA,J,2,2015.62
2025-10-18,DOH,DXB,US,W,2,879.84
2025-10-18,DOH,JFK,UK,W,2,1077.03
2025-10-18,DOH,JFK,QA,J,3,2358.66
2025-10-18,DOH,CDG,UK,W,3,1040.04
2025-10-18,DOH,CDG,UK,F,1,4881.71
2025-10-18,DOH,DXB,QA,J,1,2267.11
2025-10-18,DOH,DXB,AE,J,4,2406.49
2025-10-18,DOH,DXB,FR,W,4,1144.2
2025-10-18,DOH,JFK,FR,F,3,4805.97
2025-10-18,DOH,JFK,AE,W,5,974.64
2025-10-18,DOH,JFK,FR,W,2,954.22
2025-10-18,DOH,DXB,QA,W,2,911.95
2025-10-18,DOH,LHR,AE,F,5,4998.95
2025-10-18,DOH,JFK,US,J,5,2665.36
2025-10-18,DOH,CDG,UK,W,2,954.5
2025-10-18,DOH,JFK,US,F,1,5496.27
2025-10-18,DOH,CDG,US,W,4,1126.85
2025-10-18,DOH,JFK,FR,Y,2,810.53
2025-10-18,DOH,CDG,US,Y,2,626.76
2025-10-18,DOH,LHR,UK,Y,1,552.09
2025-10-18,DOH,LHR,UK,W,3,839.39
2025-10-18,DOH,CDG,QA,W,1,998.97
2025-10-18,DOH,LHR,UK,W,3,824.24
2025-10-18,DOH,CDG,US,W,3,1095.11
2025-10-18,DOH,DXB,AE,F,5,3866.74
2025-10-18,DOH,DXB,FR,Y,3,892.01
2025-10-18,DOH,LHR,US,F,3,5232.58
2025-10-18,DOH,LHR,AE,J,1,2674.74
2025-10-18,DOH,DXB,US,F,6,3663.14
2025-10-18,DOH,DXB,FR,Y,1,804.78
2025-10-18,DOH,CDG,AE,W,3,981.69
2025-10-18,DOH,DXB,QA,J,1,2457.76
2025-10-18,DOH,LHR,UK,F,5,4000.22
2025-10-18,DOH,DXB,FR,J,2,2209.82
2025-10-18,DOH,CDG,QA,F,3,3782.7
2025-10-18,DOH,DXB,UK,F,5,5000.22
2025-10-18,DOH,DXB,QA,J,5,1871.25
2025-10-18,DOH,DXB,QA,J,4,3005.94
2025-10-18,DOH,DXB,US,Y,5,519.15
2025-10-18,DOH,JFK,UK,F,1,4744.19
2025-10-18,DOH,CDG,US,J,2,2349.26
2025-10-18,DOH,DXB,AE,F,4,3854.58
2025-10-18,DOH,CDG,AE,F,5,5380.99
2025-10-18,DOH,CDG,US,J,2,2450.77
2025-10-18,DOH,JFK,FR,Y,4,816.26
2025-10-18,DOH,DXB,AE,Y,3,698.36
2025-10-19,DOH,CDG,FR,F,3,4044.1
2025-10-19,DOH,CDG,UK,J,4,2136.43
2025-10-19,DOH,JFK,AE,F,1,4089.14
2025-10-19,DOH,DXB,AE,Y,3,739.62
2025-10-19,DOH,CDG,FR,F,2,5010.75
2025-10-19,DOH,LHR,US,Y,2,592.55
2025-10-19,DOH,DXB,AE,F,4,5395.72
2025-10-19,DOH,DXB,FR,F,3,3838.43
2025-10-19,DOH,CDG,FR,J,3,2173.32
2025-10-19,DOH,LHR,FR,Y,5,734.08
2025-10-19,DOH,CDG,AE,F,1,4281.61
2025-10-19,DOH,JFK,FR,W,1,1189.89
2025-10-19,DOH,JFK,FR,J,3,2688.72
2025-10-19,DOH,JFK,US,Y,3,735.88
2025-10-19,DOH,CDG,FR,J,1,2060.56
2025-10-19,DOH,DXB,FR,F,1,3789.01
2025-10-19,DOH,JFK,UK,Y,3,598.66
2025-10-19,DOH,JFK,FR,W,2,834.47
2025-10-19,DOH,DXB,QA,J,6,2145.37
2025-10-19,DOH,DXB,US,J,2,2185.0
2025-10-19,DOH,DXB,FR,W,1,923.03
2025-10-19,DOH,LHR,QA,F,3,4630.52
2025-10-19,DOH,LHR,UK,Y,6,501.22
2025-10-19,DOH,CDG,UK,W,5,831.69
2025-10-19,DOH,JFK,UK,W,2,914.22
2025-10-19,DOH,JFK,QA,F,3,4394.09
2025-10-19,DOH,JFK,FR,W,2,895.49
2025-10-19,DOH,CDG,AE,F,5,3899.21
2025-10-19,DOH,JFK,AE,Y,4,823.1
2025-10-19,DOH,DXB,AE,J,4,1980.6
2025-10-19,DOH,LHR,UK,F,2,3905.14
2025-10-19,DOH,JFK,QA,F,3,4105.34
2025-10-19,DOH,LHR,QA,J,2,2684.32
2025-10-19,DOH,JFK,FR,F,4,5313.31
2025-10-19,DOH,DXB,UK,Y,1,855.98
2025-10-19,DOH,DXB,FR,F,3,4463.66
2025-10-19,DOH,CDG,US,F,3,4446.08
2025-10-19,DOH,DXB,AE,W,3,988.99
2025-10-19,DOH,DXB,AE,W,1,856.12
2025-10-19,DOH,CDG,US,W,7,870.34
2025-10-19,DOH,JFK,US,J,2,1832.74
2025-10-19,DOH,JFK,UK,J,4,2094.51
2025-10-19,DOH,DXB,QA,J,2,2019.73
2025-10-19,DOH,LHR,UK,Y,3,882.49
2025-10-19,DOH,JFK,QA,F,3,3948.93
2025-10-19,DOH,JFK,FR,F,2,4595.85
2025-10-19,DOH,LHR,UK,F,1,3695.68
2025-10-19,DOH,LHR,UK,J,3,2633.65
2025-10-19,DOH,CDG,QA,J,3,2245.29
2025-10-19,DOH,DXB,AE,F,5,4274.92
2025-10-19,DOH,JFK,UK,J,1,3044.63
2025-10-19,DOH,JFK,AE,J,3,1972.03
2025-10-19,DOH,LHR,AE,W,3,1021.22
2025-10-19,DOH,DXB,AE,J,1,2174.22
2025-10-19,DOH,JFK,AE,F,1,3527.06
2025-10-19,DOH,DXB,FR,Y,2,784.76
2025-10-19,DOH,JFK,UK,W,6,903.59
2025-10-19,DOH,CDG,UK,F,5,3985.81
2025-10-19,DOH,DXB,US,F,1,3918.76
2025-10-19,DOH,CDG,FR,Y,1,855.87
2025-10-20,DOH,LHR,UK,Y,5,682.96
2025-10-20,DOH,JFK,AE,F,1,4984.21
2025-10-20,DOH,DXB,FR,Y,2,614.58
2025-10-20,DOH,JFK,FR,F,2,5082.95
2025-10-20,DOH,DXB,UK,W,1,847.76
2025-10-20,DOH,JFK,FR,J,2,3089.27
2025-10-20,DOH,DXB,AE,F,4,5430.83
2025-10-20,DOH,LHR,AE,Y,2,719.28
2025-10-20,DOH,JFK,QA,W,2,930.8
2025-10-20,DOH,CDG,FR,F,4,3873.43
2025-10-20,DOH,DXB,FR,F,3,3549.65
2025-10-20,DOH,LHR,FR,W,3,829.51
2025-10-20,DOH,JFK,QA,Y,3,659.83
2025-10-20,DOH,CDG,UK,J,2,2710.37
2025-10-20,DOH,CDG,UK,Y,2,704.95
2025-10-20,DOH,JFK,US,Y,7,530.75
2025-10-20,DOH,JFK,QA,F,4,4670.38
2025-10-20,DOH,JFK,AE,W,1,1054.38
2025-10-20,DOH,JFK,QA,Y,3,718.13
2025-10-20,DOH,DXB,US,F,3,5003.44
2025-10-20,DOH,JFK,AE,F,3,4406.03
2025-10-20,DOH,DXB,AE,F,4,4915.15
2025-10-20,DOH,LHR,AE,Y,1,610.02
2025-10-20,DOH,LHR,AE,Y,1,608.28
2025-10-20,DOH,CDG,QA,W,6,855.54
2025-10-20,DOH,CDG,FR,Y,5,612.61
2025-10-20,DOH,DXB,AE,Y,5,522.09
2025-10-20,DOH,DXB,FR,J,4,1877.65
2025-10-20,DOH,JFK,QA,J,1,2715.28
2025-10-20,DOH,CDG,UK,F,1,4834.5
2025-10-20,DOH,JFK,UK,F,4,5076.33
2025-10-20,DOH,CDG,US,Y,1,584.27
2025-10-20,DOH,CDG,FR,F,6,4661.82
2025-10-20,DOH,LHR,UK,W,2,918.35
2025-10-20,DOH,CDG,UK,W,2,1029.88
2025-10-20,DOH,JFK,AE,Y,1,632.79
2025-10-20,DOH,CDG,QA,J,5,1849.99
2025-10-20,DOH,LHR,AE,F,4,4021.6
2025-10-20,DOH,CDG,US,J,3,1984.99
2025-10-20,DOH,LHR,UK,Y,4,671.89
2025-10-20,DOH,JFK,FR,J,1,3098.34
2025-10-20,DOH,JFK,QA,Y,1,810.98
2025-10-20,DOH,LHR,FR,J,2,2367.73
2025-10-20,DOH,CDG,UK,F,1,4488.33
2025-10-20,DOH,DXB,US,Y,2,720.7
2025-10-20,DOH,LHR,US,F,1,3891.18
2025-10-20,DOH,LHR,UK,W,3,961.13
2025-10-20,DOH,CDG,US,J,4,1967.19
2025-10-20,DOH,CDG,UK,F,1,5199.98
2025-10-20,DOH,LHR,AE,J,3,3155.43
2025-10-20,DOH,CDG,UK,Y,1,559.71
2025-10-20,DOH,DXB,US,Y,1,660.39
2025-10-20,DOH,DXB,QA,W,1,912.74
2025-10-20,DOH,LHR,US,Y,5,870.06
2025-10-20,DOH,LHR,US,J,1,2424.14
2025-10-20,DOH,LHR,US,F,4,4994.18
2025-10-20,DOH,LHR,QA,Y,2,564.51
2025-10-20,DOH,LHR,US,W,3,963.99
2025-10-20,DOH,JFK,AE,W,4,994.89
2025-10-20,DOH,CDG,US,Y,4,571.46
2025-10-21,DOH,LHR,AE,W,2,961.11
2025-10-21,DOH,JFK,UK,Y,1,571.15
2025-10-21,DOH,LHR,FR,Y,1,525.94
2025-10-21,DOH,LHR,UK,F,5,5106.73
2025-10-21,DOH,JFK,US,W,5,820.74
2025-10-21,DOH,LHR,AE,Y,3,516.21
2025-10-21,DOH,DXB,FR,F,2,4935.49
2025-10-21,DOH,LHR,QA,Y,2,663.2
2025-10-21,DOH,JFK,AE,J,5,1830.78
2025-10-21,DOH,LHR,UK,Y,1,875.13
2025-10-21,DOH,CDG,UK,F,2,5436.67
2025-10-21,DOH,LHR,US,W,4,1159.28
2025-10-21,DOH,CDG,QA,W,2,1091.01
2025-10-21,DOH,LHR,AE,W,1,1175.09
2025-10-21,DOH,DXB,US,F,3,5139.19
2025-10-21,DOH,JFK,US,F,3,5021.55
2025-10-21,DOH,JFK,UK,W,3,951.93
2025-10-21,DOH,JFK,UK,W,6,1012.52
2025-10-21,DOH,DXB,UK,Y,3,837.13
2025-10-21,DOH,LHR,FR,W,2,1025.55
2025-10-21,DOH,DXB,FR,J,3,3045.97
2025-10-21,DOH,LHR,QA,Y,4,741.17
2025-10-21,DOH,JFK,QA,W,6,834.14
2025-10-21,DOH,DXB,US,J,4,2681.67
2025-10-21,DOH,CDG,US,W,1,893.7
2025-10-21,DOH,JFK,QA,W,3,815.45
2025-10-21,DOH,DXB,US,W,1,1044.77
2025-10-21,DOH,CDG,AE,F,4,4178.82
2025-10-21,DOH,LHR,AE,F,2,5082.53
2025-10-21,DOH,JFK,US,Y,6,523.54
2025-10-21,DOH,JFK,UK,J,5,2992.28
2025-10-21,DOH,LHR,QA,W,2,1178.8
2025-10-21,DOH,DXB,AE,F,5,4368.56
2025-10-21,DOH,CDG,AE,J,2,2623.05
2025-10-21,DOH,CDG,UK,F,5,3754.9
2025-10-21,DOH,DXB,UK,Y,1,850.97
2025-10-21,DOH,DXB,US,Y,6,653.77
2025-10-21,DOH,DXB,AE,F,2,3740.58
2025-10-21,DOH,JFK,QA,J,3,2739.24
2025-10-21,DOH,CDG,UK,J,2,2695.36
2025-10-21,DOH,DXB,FR,F,3,3525.88
2025-10-21,DOH,JFK,UK,W,4,1136.51
2025-10-21,DOH,JFK,QA,Y,5,842.75
2025-10-21,DOH,JFK,FR,Y,5,785.94
2025-10-21,DOH,CDG,AE,F,5,3646.13
2025-10-21,DOH,JFK,AE,F,5,3857.93
2025-10-21,DOH,JFK,AE,F,2,5144.46
2025-10-21,DOH,CDG,QA,Y,2,799.5
2025-10-21,DOH,JFK,US,Y,1,839.07
2025-10-21,DOH,JFK,US,Y,3,796.01
2025-10-21,DOH,CDG,AE,F,4,3830.63
2025-10-21,DOH,CDG,QA,Y,4,564.9
2025-10-21,DOH,LHR,AE,J,3,2601.57
2025-10-21,DOH,CDG,FR,W,3,1180.51
2025-10-21,DOH,CDG,US,F,5,4338.81
2025-10-21,DOH,DXB,FR,W,1,883.56
2025-10-21,DOH,DXB,QA,Y,5,661.36
2025-10-21,DOH,DXB,AE,Y,1,812.75
2025-10-21,DOH,LHR,FR,Y,4,632.14
2025-10-21,DOH,LHR,UK,Y,1,827.89
2025-10-22,DOH,JFK,FR,Y,1,816.25
2025-10-22,DOH,JFK,UK,J,3,3175.43
2025-10-22,DOH,JFK,UK,F,3,4206.2
2025-10-22,DOH,JFK,US,J,6,2527.86
2025-10-22,DOH,CDG,US,Y,2,503.93
2025-10-22,DOH,CDG,US,F,4,5468.98
2025-10-22,DOH,LHR,QA,Y,2,539.05
2025-10-22,DOH,JFK,FR,F,5,4008.16
2025-10-22,DOH,JFK,AE,F,2,3776.75
2025-10-22,DOH,JFK,QA,F,4,5294.48
2025-10-22,DOH,CDG,UK,J,1,2215.44
2025-10-22,DOH,DXB,QA,F,4,5098.09
2025-10-22,DOH,JFK,AE,J,4,1857.01
2025-10-22,DOH,JFK,AE,Y,1,605.16
2025-10-22,DOH,JFK,QA,J,3,2880.43
2025-10-22,DOH,DXB,UK,J,4,1970.09
2025-10-22,DOH,DXB,AE,F,5,5319.14
2025-10-22,DOH,CDG,US,Y,4,632.24
2025-10-22,DOH,LHR,QA,F,1,4623.7
2025-10-22,DOH,DXB,AE,Y,2,752.42
2025-10-22,DOH,JFK,UK,W,3,882.46
2025-10-22,DOH,CDG,FR,F,2,4616.24
2025-10-22,DOH,CDG,AE,W,2,866.76
2025-10-22,DOH,CDG,QA,J,2,2168.6
2025-10-22,DOH,LHR,US,F,2,5125.19
2025-10-22,DOH,JFK,AE,J,2,3159.09
2025-10-22,DOH,CDG,AE,W,4,867.72
2025-10-22,DOH,CDG,AE,J,1,3110.18
2025-10-22,DOH,LHR,FR,J,4,2305.58
2025-10-22,DOH,DXB,FR,Y,5,703.63
2025-10-22,DOH,CDG,UK,W,1,1046.15
2025-10-22,DOH,JFK,QA,J,1,2563.5
2025-10-22,DOH,CDG,US,W,5,1109.83
2025-10-22,DOH,DXB,UK,J,6,2267.64
2025-10-22,DOH,CDG,QA,W,1,1015.43
2025-10-22,DOH,JFK,AE,J,6,3102.81
2025-10-22,DOH,LHR,AE,J,3,2845.92
2025-10-22,DOH,CDG,AE,J,2,3197.41
2025-10-22,DOH,JFK,AE,W,4,954.86
2025-10-22,DOH,LHR,FR,J,7,2809.06
2025-10-22,DOH,JFK,AE,J,1,1996.38
2025-10-22,DOH,CDG,US,J,4,1990.2
2025-10-22,DOH,CDG,AE,Y,5,605.59
2025-10-22,DOH,JFK,AE,J,3,3148.68
2025-10-22,DOH,DXB,QA,J,5,2007.65
2025-10-22,DOH,CDG,UK,W,2,979.62
2025-10-22,DOH,LHR,US,J,1,2413.03
2025-10-22,DOH,CDG,UK,W,4,1019.25
2025-10-22,DOH,LHR,UK,F,5,5296.52
2025-10-22,DOH,JFK,UK,Y,2,753.48
2025-10-22,DOH,CDG,FR,Y,3,609.72
2025-10-22,DOH,CDG,UK,J,4,2337.54
2025-10-22,DOH,JFK,QA,W,3,1004.64
2025-10-22,DOH,LHR,UK,W,2,877.12
2025-10-22,DOH,LHR,FR,J,4,2672.6
2025-10-22,DOH,JFK,UK,Y,4,622.98
2025-10-22,DOH,JFK,UK,Y,1,651.48
2025-10-22,DOH,DXB,QA,F,3,3856.27
2025-10-22,DOH,CDG,FR,J,1,2297.61
2025-10-22,DOH,DXB,FR,J,4,2609.72
2025-10-23,DOH,DXB,QA,J,5,2753.36
2025-10-23,DOH,LHR,UK,W,4,848.37
2025-10-23,DOH,DXB,UK,F,4,5463.76
2025-10-23,DOH,CDG,US,F,3,3957.0
2025-10-23,DOH,JFK,FR,Y,3,527.9
2025-10-23,DOH,DXB,AE,F,3,4868.21
2025-10-23,DOH,DXB,FR,W,5,822.01
2025-10-23,DOH,LHR,QA,W,1,1184.26
2025-10-23,DOH,CDG,US,Y,3,765.21
2025-10-23,DOH,DXB,AE,J,2,2990.16
2025-10-23,DOH,JFK,FR,J,4,1930.54
2025-10-23,DOH,JFK,AE,F,1,5354.51
2025-10-23,DOH,DXB,UK,J,3,2079.48
2025-10-23,DOH,JFK,QA,F,3,5228.41
2025-10-23,DOH,LHR,UK,J,6,3195.51
2025-10-23,DOH,DXB,US,J,1,2586.88
2025-10-23,DOH,CDG,AE,F,1,5119.44
2025-10-23,DOH,JFK,UK,F,3,3766.31
2025-10-23,DOH,DXB,AE,Y,3,876.98
2025-10-23,DOH,LHR,AE,W,4,1098.62
2025-10-23,DOH,DXB,US,W,4,1010.35
2025-10-23,DOH,CDG,US,J,4,3064.3
2025-10-23,DOH,CDG,QA,F,1,5048.0
2025-10-23,DOH,JFK,US,W,2,1155.15
2025-10-23,DOH,DXB,QA,J,3,2795.41
2025-10-23,DOH,LHR,AE,Y,3,767.85
2025-10-23,DOH,CDG,US,W,1,908.63
2025-10-23,DOH,DXB,UK,F,2,4572.55
2025-10-23,DOH,CDG,AE,W,1,853.39
2025-10-23,DOH,JFK,QA,F,6,5178.38
2025-10-23,DOH,CDG,QA,Y,6,661.18
2025-10-23,DOH,DXB,US,W,2,822.33
2025-10-23,DOH,LHR,QA,J,4,2909.33
2025-10-23,DOH,CDG,FR,J,6,3144.11
