flight_id,class_code,days_before,cumulative_bookings
116,H,1,51.42
116,H,0,51.42
116,I,330,0.01
116,I,300,0.03
116,I,270,0.08
116,I,240,0.2
116,I,210,0.48
116,I,180,1.13
116,I,150,2.36
116,I,120,4.63
116,I,90,7.76
116,I,60,10.39
116,I,30,11.65
116,I,14,12.49
116,I,7,12.62
116,I,3,12.62
116,I,1,12.62
116,I,0,12.91
116,J,330,0.02
116,J,300,0.06
116,J,270,0.14
116,J,240,0.34
116,J,210,0.83
116,J,180,1.87
116,J,150,4.29
116,J,120,7.92
116,J,90,13.2
116,J,60,17.72
116,J,30,20.24
116,J,14,21.19
116,J,7,22.01
116,J,3,22.01
116,J,1,22.01
116,J,0,22.01
116,M,330,0.04
116,M,300,0.11
116,M,270,0.27
116,M,240,0.65
116,M,210,1.59
116,M,180,3.53
116,M,150,8.05
116,M,120,15.03
116,M,90,25.47
116,M,60,33.27
116,M,30,37.91
116,M,14,40.71
116,M,7,40.71
116,M,3,41.76
116,M,1,41.87
116,M,0,42.05
116,Q,330,0.02
116,Q,300,0.06
116,Q,270,0.15
116,Q,240,0.37
116,Q,210,0.86
116,Q,180,1.94
116,Q,150,4.48
116,Q,120,8.29
116,Q,90,13.54
116,Q,60,18.04
116,Q,30,20.88
116,Q,14,21.71
116,Q,7,22.05
116,Q,3,22.72
116,Q,1,22.72
116,Q,0,22.72
116,S,330,0.01
116,S,300,0.02
116,S,270,0.04
116,S,240,0.1
116,S,210,0.24
116,S,180,0.55
116,S,150,1.23
116,S,120,2.41
116,S,90,3.9
116,S,60,5.32
116,S,30,6.01
116,S,14,6.25
116,S,7,6.25
116,S,3,6.49
116,S,1,6.49
116,S,0,6.49
116,V,330,0.04
116,V,300,0.1
116,V,270,0.26
116,V,240,0.63
116,V,210,1.44
116,V,180,3.39
116,V,150,7.7
116,V,120,14.7
116,V,90,23.72
116,V,60,32.23
116,V,30,37.13
116,V,14,39.59
116,V,7,39.59
116,V,3,39.59
116,V,1,39.59
116,V,0,40.18
116,W,330,0.02
116,W,300,0.06
116,W,270,0.14
116,W,240,0.34
116,W,210,0.8
116,W,180,1.92
116,W,150,4.21
116,W,120,7.86
116,W,90,13.1
116,W,60,17.83
116,W,30,20.36
116,W,14,21.61
116,W,7,21.61
116,W,3,22.3
116,W,1,22.3
116,W,0,22.3
116,Y,330,0.05
116,Y,300,0.11
116,Y,270,0.27
116,Y,240,0.65
116,Y,210,1.61
116,Y,180,3.69
116,Y,150,8.22
116,Y,120,16.12
116,Y,90,26.09
116,Y,60,34.11
116,Y,30,40.0
116,Y,14,41.44
116,Y,7,43.07
116,Y,3,43.37
116,Y,1,43.37
116,Y,0,43.37
117,A,330,0.01
117,A,300,0.01
117,A,270,0.03
117,A,240,0.08
117,A,210,0.2
117,A,180,0.47
117,A,150,1.07
117,A,120,2.03
117,A,90,3.2
117,A,60,4.39
117,A,30,5.08
117,A,14,5.4
117,A,7,5.4
117,A,3,5.4
117,A,1,5.44
117,A,0,5.44
117,B,330,0.07
117,B,300,0.16
117,B,270,0.39
117,B,240,0.94
117,B,210,2.27
117,B,180,5.43
117,B,150,11.55
117,B,120,22.65
117,B,90,37.59
117,B,60,50.13
117,B,30,56.18
117,B,14,60.37
117,B,7,60.37
117,B,3,60.4
117,B,1,61.34
117,B,0,61.34
117,C,330,0.01
117,C,300,0.03
117,C,270,0.08
117,C,240,0.19
117,C,210,0.46
117,C,180,1.06
117,C,150,2.37
117,C,120,4.64
117,C,90,7.18
117,C,60,9.78
117,C,30,11.05
117,C,14,11.94
117,C,7,12.07
117,C,3,12.07
117,C,1,12.34
117,C,0,12.34
117,D,330,0.01
117,D,300,0.02
117,D,270,0.06
117,D,240,0.14
117,D,210,0.34
117,D,180,0.82
117,D,150,1.76
117,D,120,3.46
117,D,90,5.76
117,D,60,7.31
117,D,30,8.87
117,D,14,8.87
117,D,7,9.0
117,D,3,9.06
117,D,1,9.58
117,D,0,9.58
117,F,330,0.0
117,F,300,0.01
117,F,270,0.03
117,F,240,0.07
117,F,210,0.17
117,F,180,0.4
117,F,150,0.85
117,F,120,1.68
117,F,90,2.78
117,F,60,3.72
117,F,30,4.18
117,F,14,4.34
117,F,7,4.6
117,F,3,4.6
117,F,1,4.6
117,F,0,4.6
117,H,330,0.04
117,H,300,0.1
117,H,270,0.25
117,H,240,0.59
117,H,210,1.47
117,H,180,3.4
117,H,150,7.51
117,H,120,14.81
117,H,90,23.35
117,H,60,31.52
117,H,30,37.47
117,H,14,38.78
117,H,7,38.78
117,H,3,39.62
117,H,1,39.97
117,H,0,39.97
117,I,330,0.04
117,I,300,0.1
117,I,270,0.25
117,I,240,0.61
117,I,210,1.47
117,I,180,3.3
117,I,150,7.47
117,I,120,14.71
117,I,90,23.25
117,I,60,30.73
117,I,30,36.48
117,I,14,38.6
117,I,7,38.6
117,I,3,38.85
117,I,1,39.07
117,I,0,39.07
117,J,330,0.02
117,J,300,0.05
117,J,270,0.12
117,J,240,0.29
117,J,210,0.7
117,J,180,1.59
117,J,150,3.64
117,J,120,7.08
117,J,90,11.18
117,J,60,15.29
117,J,30,17.66
117,J,14,18.12
117,J,7,18.59
117,J,3,19.21
117,J,1,19.21
117,J,0,19.21
117,M,330,0.0
117,M,300,0.01
117,M,270,0.02
117,M,240,0.04
117,M,210,0.09
117,M,180,0.21
117,M,150,0.48
117,M,120,0.89
117,M,90,1.46
117,M,60,1.97
117,M,30,2.27
117,M,14,2.4
117,M,7,2.41
117,M,3,2.42
117,M,1,2.5
117,M,0,2.51
117,Q,330,0.05
117,Q,300,0.12
117,Q,270,0.29
117,Q,240,0.71
117,Q,210,1.7
117,Q,180,4.01
117,Q,150,8.68
117,Q,120,16.41
117,Q,90,27.74
117,Q,60,37.0
117,Q,30,43.04
117,Q,14,43.24
117,Q,7,44.05
117,Q,3,44.4
117,Q,1,45.11
117,Q,0,45.11
117,S,330,0.08
117,S,300,0.19
117,S,270,0.45
117,S,240,1.13
117,S,210,2.75
117,S,180,6.11
117,S,150,13.84
117,S,120,26.03
117,S,90,42.34
117,S,60,58.8
117,S,30,68.29
117,S,14,71.58
117,S,7,71.58
117,S,3,73.23
117,S,1,73.23
117,S,0,73.23
117,V,330,0.05
117,V,300,0.12
117,V,270,0.3
117,V,240,0.72
117,V,210,1.8
117,V,180,4.08
117,V,150,8.95
117,V,120,17.45
117,V,90,28.1
117,V,60,39.21
117,V,30,45.09
117,V,14,46.05
117,V,7,46.75
117,V,3,48.71
117,V,1,48.71
117,V,0,48.71
117,W,330,0.09
117,W,300,0.21
117,W,270,0.53
117,W,240,1.28
117,W,210,2.99
117,W,180,7.11
117,W,150,15.53
117,W,120,29.96
117,W,90,50.69
117,W,60,67.61
117,W,30,75.24
117,W,14,79.24
117,W,7,82.31
117,W,3,82.31
117,W,1,82.31
117,W,0,82.91
117,Y,330,0.07
117,Y,300,0.18
117,Y,270,0.45
117,Y,240,1.1
117,Y,210,2.56
117,Y,180,6.17
117,Y,150,12.85
117,Y,120,25.38
117,Y,90,40.54
117,Y,60,56.26
117,Y,30,63.08
117,Y,14,68.83
117,Y,7,68.95
117,Y,3,68.95
117,Y,1,69.89
117,Y,0,70.6
118,A,330,0.01
118,A,300,0.01
118,A,270,0.03
118,A,240,0.08
118,A,210,0.18
118,A,180,0.42
118,A,150,0.93
118,A,120,1.85
118,A,90,2.89
118,A,60,3.83
118,A,30,4.64
118,A,14,4.64
118,A,7,4.92
118,A,3,4.92
118,A,1,4.92
118,A,0,4.92
118,B,330,0.0
118,B,300,0.0
118,B,270,0.0
118,B,240,0.0
118,B,210,0.01
118,B,180,0.02
118,B,150,0.05
118,B,120,0.1
118,B,90,0.16
118,B,60,0.21
118,B,30,0.24
118,B,14,0.27
118,B,7,0.27
118,B,3,0.27
118,B,1,0.27
118,B,0,0.27
118,C,330,0.01
118,C,300,0.02
118,C,270,0.06
118,C,240,0.15
118,C,210,0.36
118,C,180,0.8
118,C,150,1.85
118,C,120,3.51
118,C,90,5.78
118,C,60,7.37
118,C,30,8.72
118,C,14,9.25
118,C,7,9.25
118,C,3,9.33
118,C,1,9.34
118,C,0,9.34
118,D,330,0.02
118,D,300,0.06
118,D,270,0.15
118,D,240,0.35
118,D,210,0.86
118,D,180,2.03
118,D,150,4.48
118,D,120,8.71
118,D,90,13.52
118,D,60,18.49
118,D,30,21.92
118,D,14,23.06
118,D,7,23.06
118,D,3,23.06
118,D,1,23.06
118,D,0,23.06
118,F,330,0.0
118,F,300,0.01
118,F,270,0.02
118,F,240,0.05
118,F,210,0.12
118,F,180,0.27
118,F,150,0.6
118,F,120,1.18
118,F,90,1.88
118,F,60,2.54
118,F,30,2.91
118,F,14,3.03
118,F,7,3.12
118,F,3,3.12
118,F,1,3.17
118,F,0,3.17
118,H,330,0.08
118,H,300,0.2
118,H,270,0.5
118,H,240,1.23
118,H,210,2.88
118,H,180,6.81
118,H,150,15.16
118,H,120,28.41
118,H,90,47.22
118,H,60,63.79
118,H,30,75.57
118,H,14,78.44
118,H,7,78.44
118,H,3,78.44
118,H,1,78.44
118,H,0,78.44
118,I,330,0.0
118,I,300,0.0
118,I,270,0.0
118,I,240,0.0
118,I,210,0.01
118,I,180,0.01
118,I,150,0.03
118,I,120,0.05
118,I,90,0.08
118,I,60,0.11
118,I,30,0.13
118,I,14,0.13
118,I,7,0.13
118,I,3,0.14
118,I,1,0.14
118,I,0,0.14
118,J,330,0.01
118,J,300,0.03
118,J,270,0.08
118,J,240,0.19
118,J,210,0.46
118,J,180,1.09
118,J,150,2.42
118,J,120,4.64
118,J,90,7.69
118,J,60,10.31
118,J,30,11.97
118,J,14,12.24
118,J,7,12.61
118,J,3,12.61
118,J,1,12.68
118,J,0,12.72
118,M,330,0.04
118,M,300,0.09
118,M,270,0.23
118,M,240,0.55
118,M,210,1.33
118,M,180,3.18
118,M,150,6.76
118,M,120,13.33
118,M,90,21.73
118,M,60,29.14
118,M,30,34.45
118,M,14,35.37
118,M,7,36.11
118,M,3,36.11
118,M,1,36.56
118,M,0,36.56
118,Q,330,0.01
118,Q,300,0.02
118,Q,270,0.06
118,Q,240,0.15
118,Q,210,0.36
118,Q,180,0.83
118,Q,150,1.85
118,Q,120,3.49
118,Q,90,5.77
118,Q,60,7.73
118,Q,30,9.0
118,Q,14,9.45
118,Q,7,9.76
118,Q,3,9.76
118,Q,1,9.81
118,Q,0,9.81
118,S,330,0.1
118,S,300,0.23
118,S,270,0.59
118,S,240,1.46
118,S,210,3.48
118,S,180,8.34
118,S,150,18.01
118,S,120,35.69
118,S,90,58.17
118,S,60,74.08
118,S,30,87.18
118,S,14,92.44
118,S,7,92.44
118,S,3,92.44
118,S,1,95.42
118,S,0,96.5
118,V,330,0.1
118,V,300,0.23
118,V,270,0.57
118,V,240,1.4
118,V,210,3.36
118,V,180,7.87
118,V,150,16.95
118,V,120,34.33
118,V,90,55.17
118,V,60,73.5
118,V,30,86.56
118,V,14,86.8
118,V,7,86.89
118,V,3,91.48
118,V,1,92.68
118,V,0,92.68
118,W,330,0.0
118,W,300,0.01
118,W,270,0.01
118,W,240,0.03
118,W,210,0.08
118,W,180,0.19
118,W,150,0.41
118,W,120,0.82
118,W,90,1.27
118,W,60,1.72
118,W,30,2.05
118,W,14,2.05
118,W,7,2.13
118,W,3,2.13
118,W,1,2.18
118,W,0,2.18
118,Y,330,0.01
118,Y,300,0.02
118,Y,270,0.05
118,Y,240,0.12
118,Y,210,0.28
118,Y,180,0.65
118,Y,150,1.4
118,Y,120,2.81
118,Y,90,4.63
118,Y,60,5.91
118,Y,30,7.06
118,Y,14,7.42
118,Y,7,7.42
118,Y,3,7.42
118,Y,1,7.47
118,Y,0,7.63
119,A,330,0.0
119,A,300,0.0
119,A,270,0.01
119,A,240,0.02
119,A,210,0.05
119,A,180,0.12
119,A,150,0.26
119,A,120,0.5
119,A,90,0.83
119,A,60,1.07
119,A,30,1.24
119,A,14,1.28
119,A,7,1.33
119,A,3,1.33
119,A,1,1.37
119,A,0,1.4
119,B,330,0.04
119,B,300,0.11
119,B,270,0.26
119,B,240,0.64
119,B,210,1.54
119,B,180,3.64
119,B,150,8.23
119,B,120,15.49
119,B,90,25.26
119,B,60,33.28
119,B,30,38.01
119,B,14,41.87
119,B,7,41.87
119,B,3,42.87
119,B,1,42.87
119,B,0,42.87
119,C,330,0.01
119,C,300,0.02
119,C,270,0.05
119,C,240,0.13
119,C,210,0.31
119,C,180,0.75
119,C,150,1.58
119,C,120,3.09
119,C,90,4.99
119,C,60,6.98
119,C,30,7.75
119,C,14,8.01
119,C,7,8.39
119,C,3,8.39
119,C,1,8.39
119,C,0,8.39
119,D,330,0.01
119,D,300,0.02
119,D,270,0.06
119,D,240,0.15
119,D,210,0.36
119,D,180,0.84
119,D,150,1.81
119,D,120,3.45
119,D,90,5.65
119,D,60,7.78
119,D,30,9.18
119,D,14,9.18
119,D,7,9.33
119,D,3,9.33
119,D,1,9.42
119,D,0,9.49
119,F,330,0.01
119,F,300,0.01
119,F,270,0.03
119,F,240,0.09
119,F,210,0.21
119,F,180,0.48
119,F,150,1.02
119,F,120,2.09
119,F,90,3.23
119,F,60,4.46
119,F,30,5.26
119,F,14,5.26
119,F,7,5.45
119,F,3,5.58
119,F,1,5.65
119,F,0,5.65
119,H,330,0.05
119,H,300,0.13
119,H,270,0.32
119,H,240,0.8
119,H,210,1.94
119,H,180,4.34
119,H,150,9.53
119,H,120,19.12
119,H,90,31.58
119,H,60,41.05
119,H,30,48.99
119,H,14,51.05
119,H,7,51.64
119,H,3,52.0
119,H,1,52.12
119,H,0,52.12
119,I,330,0.01
119,I,300,0.03
119,I,270,0.07
119,I,240,0.16
119,I,210,0.38
119,I,180,0.89
119,I,150,2.05
119,I,120,3.93
119,I,90,6.23
119,I,60,8.58
119,I,30,9.76
119,I,14,9.98
119,I,7,10.57
119,I,3,10.57
119,I,1,10.57
119,I,0,10.57
119,J,330,0.02
119,J,300,0.05
119,J,270,0.12
119,J,240,0.3
119,J,210,0.69
119,J,180,1.65
119,J,150,3.72
119,J,120,7.23
119,J,90,11.24
119,J,60,14.95
119,J,30,17.95
119,J,14,17.97
119,J,7,18.71
119,J,3,19.19
119,J,1,19.19
119,J,0,19.19
119,M,330,0.02
119,M,300,0.05
119,M,270,0.13
119,M,240,0.31
119,M,210,0.74
119,M,180,1.73
119,M,150,3.8
119,M,120,7.51
119,M,90,12.0
119,M,60,16.31
119,M,30,19.11
119,M,14,19.96
119,M,7,19.96
119,M,3,20.38
119,M,1,20.38
119,M,0,20.38
119,Q,330,0.07
119,Q,300,0.18
119,Q,270,0.43
119,Q,240,1.04
119,Q,210,2.47
119,Q,180,5.83
119,Q,150,13.4
119,Q,120,25.69
119,Q,90,41.14
119,Q,60,56.41
119,Q,30,64.16
119,Q,14,67.37
119,Q,7,67.37
119,Q,3,68.17
119,Q,1,68.17
119,Q,0,68.17
119,S,330,0.01
119,S,300,0.02
119,S,270,0.04
119,S,240,0.11
119,S,210,0.27
119,S,180,0.61
119,S,150,1.38
119,S,120,2.64
119,S,90,4.24
119,S,60,5.58
119,S,30,6.74
119,S,14,6.74
119,S,7,7.03
119,S,3,7.05
119,S,1,7.05
119,S,0,7.05
119,V,330,0.02
119,V,300,0.04
119,V,270,0.11
119,V,240,0.28
119,V,210,0.63
119,V,180,1.49
119,V,150,3.2
119,V,120,6.57
119,V,90,10.27
119,V,60,13.81
119,V,30,16.49
119,V,14,16.83
119,V,7,17.1
119,V,3,17.1
119,V,1,17.19
119,V,0,17.65
119,W,330,0.03
119,W,300,0.07
119,W,270,0.17
119,W,240,0.45
119,W,210,1.08
119,W,180,2.45
119,W,150,5.57
119,W,120,10.76
119,W,90,17.71
119,W,60,22.63
119,W,30,27.45
119,W,14,28.21
119,W,7,28.33
119,W,3,29.54
119,W,1,29.54
119,W,0,29.54
119,Y,330,0.09
119,Y,300,0.23
119,Y,270,0.56
119,Y,240,1.33
119,Y,210,3.31
119,Y,180,7.73
119,Y,150,17.1
119,Y,120,31.89
119,Y,90,52.35
119,Y,60,71.53
119,Y,30,80.39
119,Y,14,86.66
119,Y,7,86.66
119,Y,3,86.66
119,Y,1,89.58
119,Y,0,89.58
120,A,330,0.01
120,A,300,0.03
120,A,270,0.07
120,A,240,0.17
120,A,210,0.41
120,A,180,0.95
120,A,150,2.07
120,A,120,3.98
120,A,90,6.64
120,A,60,8.57
120,A,30,9.76
120,A,14,10.3
120,A,7,10.39
120,A,3,10.59
120,A,1,10.95
120,A,0,10.95
120,B,330,0.01
120,B,300,0.03
120,B,270,0.08
120,B,240,0.19
120,B,210,0.45
120,B,180,1.07
120,B,150,2.27
120,B,120,4.36
120,B,90,7.15
120,B,60,9.81
120,B,30,11.34
120,B,14,11.49
120,B,7,11.59
120,B,3,12.07
120,B,1,12.12
120,B,0,12.12
120,C,330,0.02
120,C,300,0.05
120,C,270,0.12
120,C,240,0.29
120,C,210,0.68
120,C,180,1.65
120,C,150,3.55
120,C,120,6.81
120,C,90,11.42
120,C,60,15.33
120,C,30,17.04
120,C,14,17.71
120,C,7,18.28
120,C,3,18.72
120,C,1,18.96
120,C,0,18.96
120,D,330,0.03
120,D,300,0.08
120,D,270,0.2
120,D,240,0.48
120,D,210,1.16
120,D,180,2.76
120,D,150,5.83
120,D,120,11.35
120,D,90,18.23
120,D,60,25.44
120,D,30,28.78
120,D,14,29.9
120,D,7,31.47
120,D,3,31.58
120,D,1,31.76
120,D,0,31.76
120,F,330,0.0
120,F,300,0.0
120,F,270,0.01
120,F,240,0.03
120,F,210,0.07
120,F,180,0.16
120,F,150,0.36
120,F,120,0.71
120,F,90,1.12
120,F,60,1.51
120,F,30,1.74
120,F,14,1.88
120,F,7,1.88
120,F,3,1.88
120,F,1,1.88
120,F,0,1.92
120,H,330,0.03
120,H,300,0.07
120,H,270,0.17
120,H,240,0.42
120,H,210,0.98
120,H,180,2.36
120,H,150,5.01
120,H,120,10.22
120,H,90,16.22
120,H,60,21.74
120,H,30,24.92
120,H,14,25.86
120,H,7,26.0
120,H,3,26.8
120,H,1,27.44
120,H,0,27.44
120,I,330,0.0
120,I,300,0.01
120,I,270,0.02
120,I,240,0.04
120,I,210,0.11
120,I,180,0.25
120,I,150,0.55
120,I,120,1.06
120,I,90,1.71
120,I,60,2.28
120,I,30,2.58
120,I,14,2.73
120,I,7,2.77
120,I,3,2.83
120,I,1,2.84
120,I,0,2.87
120,J,330,0.01
120,J,300,0.01
120,J,270,0.03
120,J,240,0.08
120,J,210,0.19
120,J,180,0.43
120,J,150,0.97
120,J,120,1.87
120,J,90,3.01
120,J,60,4.1
120,J,30,4.56
120,J,14,4.81
120,J,7,4.99
120,J,3,5.09
120,J,1,5.09
120,J,0,5.09
120,M,330,0.14
120,M,300,0.35
120,M,270,0.85
120,M,240,2.12
120,M,210,4.99
120,M,180,11.33
120,M,150,25.13
120,M,120,49.47
120,M,90,81.4
120,M,60,105.81
120,M,30,128.33
120,M,14,128.76
120,M,7,132.2
120,M,3,132.2
120,M,1,136.29
120,M,0,136.29
120,Q,330,0.07
120,Q,300,0.17
120,Q,270,0.42
120,Q,240,1.04
120,Q,210,2.53
120,Q,180,5.88
120,Q,150,13.03
120,Q,120,25.24
120,Q,90,41.23
120,Q,60,52.54
120,Q,30,61.36
120,Q,14,65.32
120,Q,7,66.59
120,Q,3,66.59
120,Q,1,66.59
120,Q,0,67.75
120,S,330,0.04
120,S,300,0.11
120,S,270,0.26
120,S,240,0.61
120,S,210,1.5
120,S,180,3.58
120,S,150,7.97
120,S,120,14.73
120,S,90,24.56
120,S,60,33.14
120,S,30,37.46
120,S,14,39.79
120,S,7,40.68
120,S,3,41.24
120,S,1,41.24
120,S,0,41.24
120,V,330,0.03
120,V,300,0.08
120,V,270,0.21
120,V,240,0.5
120,V,210,1.18
120,V,180,2.78
120,V,150,6.26
120,V,120,12.14
120,V,90,19.01
120,V,60,25.77
120,V,30,30.39
120,V,14,31.23
120,V,7,31.83
120,V,3,32.62
120,V,1,32.62
120,V,0,32.62
120,W,330,0.0
120,W,300,0.0
120,W,270,0.01
120,W,240,0.03
120,W,210,0.07
120,W,180,0.16
120,W,150,0.33
120,W,120,0.66
120,W,90,1.1
120,W,60,1.48
120,W,30,1.67
120,W,14,1.74
120,W,7,1.81
120,W,3,1.81
120,W,1,1.81
120,W,0,1.81
120,Y,330,0.04
120,Y,300,0.09
120,Y,270,0.22
120,Y,240,0.54
120,Y,210,1.27
120,Y,180,2.88
120,Y,150,6.48
120,Y,120,12.78
120,Y,90,19.91
120,Y,60,26.64
120,Y,30,31.47
120,Y,14,32.49
120,Y,7,34.43
120,Y,3,34.43
120,Y,1,34.43
120,Y,0,34.43
121,A,330,0.0
121,A,300,0.01
121,A,270,0.02
121,A,240,0.05
121,A,210,0.11
121,A,180,0.26
121,A,150,0.57
121,A,120,1.11
121,A,90,1.85
121,A,60,2.49
121,A,30,2.87
121,A,14,2.99
121,A,7,3.07
121,A,3,3.07
121,A,1,3.07
121,A,0,3.07
121,B,330,0.03
121,B,300,0.08
121,B,270,0.19
121,B,240,0.46
121,B,210,1.13
121,B,180,2.7
121,B,150,5.74
121,B,120,10.91
121,B,90,18.42
121,B,60,24.03
121,B,30,27.78
121,B,14,29.13
121,B,7,30.23
121,B,3,30.6
121,B,1,30.6
121,B,0,30.6
121,C,330,0.03
121,C,300,0.07
121,C,270,0.16
121,C,240,0.39
121,C,210,0.91
121,C,180,2.22
121,C,150,4.81
121,C,120,9.65
121,C,90,15.49
121,C,60,19.94
121,C,30,23.89
121,C,14,24.58
121,C,7,24.58
121,C,3,25.4
121,C,1,25.4
121,C,0,25.4
121,D,330,0.0
121,D,300,0.01
121,D,270,0.02
121,D,240,0.05
121,D,210,0.11
121,D,180,0.25
121,D,150,0.59
121,D,120,1.1
121,D,90,1.79
121,D,60,2.38
121,D,30,2.83
121,D,14,2.97
121,D,7,2.97
121,D,3,2.97
121,D,1,3.08
121,D,0,3.08
121,F,330,0.01
121,F,300,0.03
121,F,270,0.06
121,F,240,0.15
121,F,210,0.36
121,F,180,0.86
121,F,150,1.95
121,F,120,3.63
121,F,90,6.1
121,F,60,8.11
121,F,30,9.21
121,F,14,9.74
121,F,7,9.82
121,F,3,9.82
121,F,1,10.18
121,F,0,10.18
121,H,330,0.14
121,H,300,0.35
121,H,270,0.81
121,H,240,2.0
121,H,210,4.8
121,H,180,11.69
121,H,150,25.68
121,H,120,48.89
121,H,90,77.25
121,H,60,103.55
121,H,30,125.03
121,H,14,131.35
121,H,7,131.35
121,H,3,131.35
121,H,1,131.35
121,H,0,131.35
121,I,330,0.0
121,I,300,0.01
121,I,270,0.02
121,I,240,0.04
121,I,210,0.1
121,I,180,0.24
121,I,150,0.54
121,I,120,1.05
121,I,90,1.67
121,I,60,2.23
121,I,30,2.53
121,I,14,2.65
121,I,7,2.78
121,I,3,2.78
121,I,1,2.78
121,I,0,2.84
121,J,330,0.02
121,J,300,0.05
121,J,270,0.13
121,J,240,0.32
121,J,210,0.75
121,J,180,1.71
121,J,150,3.86
121,J,120,7.41
121,J,90,12.29
121,J,60,16.55
121,J,30,18.82
121,J,14,19.79
121,J,7,19.79
121,J,3,19.98
121,J,1,20.28
121,J,0,20.28
121,M,330,0.11
121,M,300,0.28
121,M,270,0.65
121,M,240,1.58
121,M,210,3.94
121,M,180,9.29
121,M,150,20.41
121,M,120,39.16
121,M,90,64.2
121,M,60,85.22
121,M,30,95.2
121,M,14,103.45
121,M,7,103.45
121,M,3,103.45
121,M,1,103.56
121,M,0,103.56
121,Q,330,0.03
121,Q,300,0.06
121,Q,270,0.16
121,Q,240,0.38
121,Q,210,0.93
121,Q,180,2.2
121,Q,150,4.86
121,Q,120,9.42
121,Q,90,14.9
121,Q,60,20.33
121,Q,30,22.94
121,Q,14,23.6
121,Q,7,24.83
121,Q,3,24.96
121,Q,1,25.26
121,Q,0,25.26
121,S,330,0.02
121,S,300,0.05
121,S,270,0.12
121,S,240,0.29
121,S,210,0.69
121,S,180,1.58
121,S,150,3.42
121,S,120,6.68
121,S,90,10.77
121,S,60,14.54
121,S,30,17.08
121,S,14,18.31
121,S,7,18.51
121,S,3,18.51
121,S,1,18.51
121,S,0,18.51
121,V,330,0.02
121,V,300,0.04
121,V,270,0.1
121,V,240,0.25
121,V,210,0.57
121,V,180,1.36
121,V,150,2.89
121,V,120,5.8
121,V,90,9.02
121,V,60,12.17
121,V,30,14.59
121,V,14,15.22
121,V,7,15.36
121,V,3,15.36
121,V,1,15.54
121,V,0,15.65
121,W,330,0.09
121,W,300,0.23
121,W,270,0.56
121,W,240,1.36
121,W,210,3.24
121,W,180,7.37
121,W,150,16.22
121,W,120,32.76
121,W,90,53.06
121,W,60,70.2
121,W,30,80.52
121,W,14,81.93
121,W,7,84.58
121,W,3,85.62
121,W,1,86.22
121,W,0,88.64
121,Y,330,0.06
121,Y,300,0.14
121,Y,270,0.34
121,Y,240,0.85
121,Y,210,2.05
121,Y,180,4.68
121,Y,150,10.61
121,Y,120,20.03
121,Y,90,31.79
121,Y,60,43.55
121,Y,30,49.48
121,Y,14,52.93
121,Y,7,54.61
121,Y,3,54.61
121,Y,1,54.61
121,Y,0,54.61
122,B,330,0.03
122,B,300,0.07
122,B,270,0.17
122,B,240,0.42
122,B,210,1.03
122,B,180,2.42
122,B,150,5.08
122,B,120,10.04
122,B,90,16.23
122,B,60,21.47
122,B,30,25.28
122,B,14,26.28
122,B,7,27.18
122,B,3,27.76
122,B,1,27.76
122,B,0,27.76
122,C,330,0.0
122,C,300,0.01
122,C,270,0.03
122,C,240,0.07
122,C,210,0.17
122,C,180,0.4
122,C,150,0.88
122,C,120,1.77
122,C,90,2.84
122,C,60,3.7
122,C,30,4.34
122,C,14,4.54
122,C,7,4.66
122,C,3,4.67
122,C,1,4.67
122,C,0,4.67
122,D,330,0.01
122,D,300,0.02
122,D,270,0.06
122,D,240,0.14
122,D,210,0.35
122,D,180,0.81
122,D,150,1.82
122,D,120,3.37
122,D,90,5.54
122,D,60,7.4
122,D,30,8.85
122,D,14,8.89
122,D,7,9.11
122,D,3,9.11
122,D,1,9.23
122,D,0,9.43
122,H,330,0.01
122,H,300,0.02
122,H,270,0.05
122,H,240,0.13
122,H,210,0.31
122,H,180,0.72
122,H,150,1.57
122,H,120,3.12
122,H,90,5.09
122,H,60,6.69
122,H,30,7.58
122,H,14,8.34
122,H,7,8.36
122,H,3,8.36
122,H,1,8.36
122,H,0,8.36
122,I,330,0.0
122,I,300,0.0
122,I,270,0.01
122,I,240,0.01
122,I,210,0.03
122,I,180,0.07
122,I,150,0.16
122,I,120,0.31
122,I,90,0.51
122,I,60,0.67
122,I,30,0.8
122,I,14,0.82
122,I,7,0.82
122,I,3,0.82
122,I,1,0.84
122,I,0,0.84
122,J,330,0.02
122,J,300,0.04
122,J,270,0.09
122,J,240,0.23
122,J,210,0.54
122,J,180,1.29
122,J,150,2.82
122,J,120,5.53
122,J,90,8.59
122,J,60,11.92
122,J,30,13.89
122,J,14,14.05
122,J,7,14.17
122,J,3,14.82
122,J,1,14.82
122,J,0,14.82
122,M,330,0.04
122,M,300,0.1
122,M,270,0.25
122,M,240,0.62
122,M,210,1.51
122,M,180,3.57
122,M,150,7.65
122,M,120,15.18
122,M,90,23.89
122,M,60,32.47
122,M,30,36.81
122,M,14,38.82
122,M,7,40.47
122,M,3,40.47
122,M,1,40.74
122,M,0,40.74
122,Q,330,0.06
122,Q,300,0.16
122,Q,270,0.4
122,Q,240,0.93
122,Q,210,2.28
122,Q,180,5.35
122,Q,150,11.49
122,Q,120,22.49
122,Q,90,36.3
122,Q,60,50.16
122,Q,30,56.02
122,Q,14,57.97
122,Q,7,59.41
122,Q,3,60.89
122,Q,1,61.18
